CODPROD;REFERENCIA;DESCRICAO SANKHYA;LAYOUT;NOME PT;NOME EN;NOME ES;CAP VALOR;CAP UNID;QTD PECAS;LARG CM;ALT CM;PROF CM;SELOS;APLICACOES;URL QR
;381.012.001;Organizador Longo Modular - Transparente 850ml;4;Organizador Longo Modular;Long Modular Organizer;Organizador Largo Modular;850.0;ML;1;30.0;5.3;7.2;BRA,EMP,FCL,TRP,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/381.012.001
;381.012.002;Organizador Longo Modular - Branco 850ml;4;Organizador Longo Modular;Long Modular Organizer;Organizador Largo Modular;850.0;ML;1;30.0;5.3;7.2;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/381.012.002
;381.012.003;Organizador Longo Modular - Preto 850ml;4;Organizador Longo Modular;Long Modular Organizer;Organizador Largo Modular;850.0;ML;1;30.0;5.3;7.2;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/381.012.003
;382.012.001;Organizador Quadrado Modular - Transparente 900ml;4;Organizador Quadrado Modular;Square Modular Organizer;Organizador Cuadrado Modular;900.0;ML;1;14.7;5.3;14.7;BRA,EMP,FCL,TRP,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/382.012.001
;382.012.002;Organizador Quadrado Modular - Branco 900ml;4;Organizador Quadrado Modular;Modular Square Organizer;Organizador Cuadrado Modular;900.0;ML;1;14.7;5.3;14.7;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/382.012.002
;382.012.003;Organizador Quadrado Modular - Preto 900ml;4;Organizador Quadrado Modular;Modular Square Organizer;Organizador Cuadrado Modular;900.0;ML;1;14.7;5.3;14.7;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/382.012.003
;3820.016.644;Kit Pote Café e Açúcar (038/2);3;Kit Pote Café e Açúcar;Coffee and Sugar Jar Kit;Kit Cafetera y Azucarera;1.6;L;1;15.6;12.7;15.6;BPA,ATX,BRA,LAV,EMP;ACUC,CAFE,PET,MANT,GRAO,FARI;nitron.com.br/p/3820.016.644
;383.012.001;Organizador Retangular Modular - Transparente 1,450L;4;Organizador Retangular Modular;Modular Rectangular Organizer;Organizador Modular Modular;1.45;ML;1;22.5;5.3;15.0;BRA,EMP,FCL,TRP,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/383.012.001
;383.012.002;Organizador Retangular Modular - Branco 1,450L;4;Organizador Retangular Modular;Modular Rectangular Organizer;Organizador Modular Modular;1.45;ML;1;22.5;5.3;15.0;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/383.012.002
;383.012.003;Organizador Retangular Modular - Preto 1,450L;4;Organizador Retangular Modular;Modular Rectangular Organizer;Organizador Modular Modular;1.45;ML;1;22.5;5.3;15.0;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/383.012.003
;384.012.001;Organizador Pequeno Modular - Transparente 400ml;4;Organizador Pequeno Modular;Small Modular Organizer;Organizador Modular Pequeño;400.0;ML;1;15.0;5.3;6.8;BRA,EMP,FCL,TRP,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/384.012.001
;384.012.002;Organizador Pequeno Modular - Branco 400ml;4;Organizador Pequeno Modular;Small Modular Organizer;Organizador Modular Pequeño;400.0;ML;1;15.0;5.3;6.8;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/384.012.002
;384.012.003;Organizador Pequeno Modular - Preto 400ml;4;Organizador Pequeno Modular;Small Modular Organizer;Organizador Modular Pequeño;400.0;ML;1;15.0;5.3;6.8;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/384.012.003
;3840.016.002;Kit Mantimentos com 3 Peças - Branco;2;Kit Mantimentos com 3 Peças;3-Piece Grocery Kit;Kit de Comestibles con 3 Piezas;785.0;ML;3;18.3;15.5;18.3;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/3840.016.002
;3840.016.003;Kit Mantimentos com 3 Peças - Preto (038/4);2;Kit Mantimentos com 3 Peças;3-Piece Grocery Kit;Kit de Comestibles con 3 Piezas;785.0;ML;3;18.3;15.5;18.3;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/3840.016.003
;385.006.M00;Tábua de Corte Teca - M;4;Tábua de Corte Teca - M;Teak Cutting Board - M;Tabla de cortar de teca - M;;;1;33.0;1.8;23.0;BRA,EMP,FCL;COZI;nitron.com.br/p/385.006.M00
;387.006.M00;Tábua de Corte Teca - G;4;Tábua de Corte Teca - G;Teak Cutting Board - G;Tabla de cortar de teca - G;;;1;40.0;1.8;26.5;BRA,EMP,FCL;COZI;nitron.com.br/p/387.006.M00
;390.012.M00;Tábua com Cabo Teca - P;4;Tábua com Cabo Teca - P;Teak Board with Handle - P;Tablero con Mango de Teca - P;;;1;25.0;1.2;15.0;BRA,EMP,FCL;COZI;nitron.com.br/p/390.012.M00
;391.006.M00;Tábua com Cabo Teca - M;4;Tábua com Cabo Teca - M;Teak Board with Handle - M;Tablero con Mango de Teca - M;;;1;31.0;1.2;18.0;BRA,EMP,FCL;COZI;nitron.com.br/p/391.006.M00
;392.006.M00;Tábua com Cabo Teca - G;4;Tábua com Cabo Teca - G;Teak Board with Handle - G;Tablero con Mango de Teca - G;;;1;39.5;1.2;21.0;BRA,EMP,FCL;COZI;nitron.com.br/p/392.006.M00
;396.006.002;Lixeira Flat com Pedal - Branca 7L;3;Lixeira Flat com Pedal;Flat Pedal Trash Can;Papelera Plana con Pedal;7.0;L;1;25.6;26.8;17.2;BRA,PED,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/396.006.002
;396.006.003;Lixeira Flat com Pedal - Preta 7L;3;Lixeira Flat com Pedal;Flat Pedal Trash Can;Papelera Plana con Pedal;7.0;L;1;25.6;26.8;17.2;BRA,PED,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/396.006.003
;396.006.086;Lixeira Flat com Pedal - Chumbo 7L;3;Lixeira Flat com Pedal;Flat Pedal Trash Can;Papelera Plana con Pedal;7.0;L;1;25.6;26.8;17.2;BRA,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/396.006.086
;397.004.002;Lixeira Flat com Pedal - Branca 14L;3;Lixeira Flat com Pedal;Flat Pedal Trash Can;Papelera Plana con Pedal;14.0;L;1;26.0;32.0;25.6;BRA,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/397.004.002
;397.004.003;Lixeira Flat com Pedal - Preta 14L;3;Lixeira Flat com Pedal;Flat Pedal Trash Can;Papelera Plana con Pedal;14.0;L;1;26.0;32.0;25.6;BRA,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/397.004.003
;397.004.086;Lixeira Flat com Pedal - Chumbo 14L;3;Lixeira Flat com Pedal;Flat Pedal Trash Can;Papelera Plana con Pedal;14.0;L;1;26.0;32.0;25.6;BRA,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/397.004.086
;398.004.002;Lixeira Flat com Clique - Branca 12L;3;Lixeira Flat com Clique;Flat Click Trash Can;Papelera Plana con Click;12.0;L;1;30.4;31.5;18.5;BRA,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/398.004.002
;398.004.003;Lixeira Flat com Clique - Preta 12L;3;Lixeira Flat com Clique;Flat Click Trash Can;Papelera Plana con Click;12.0;L;1;30.4;31.5;18.5;BRA,PED,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/398.004.003
;398.004.086;Lixeira Flat com Clique - Chumbo 12L;3;Lixeira Flat com Clique;Flat Click Trash Can;Papelera Plana con Click;12.0;L;1;30.4;31.5;18.5;BRA,HER,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/398.004.086
;399.012.007;Porta Leite em Pó - Rosa 280ML;1;Porta Leite em Pó;Milk Powder Holder;Porta Leche en Polvo;280.0;ML;1;9.0;8.2;9.0;BPA,ATX,BRA;MANT,BEBI,BRIN;nitron.com.br/p/399.012.007
;399.012.008;Porta Leite em Pó - Azul 280ML;1;Porta Leite em Pó;Milk Powder Holder;Porta Leche en Polvo;280.0;ML;1;9.0;8.2;9.0;BPA,ATX,BRA;MANT,BEBI,BRIN;nitron.com.br/p/399.012.008
;400.024.002;Abridor de Tampas Apertadas - Branco;1;Abridor de Tampas Apertadas;Tight Lid Opener;Abridor de tapa ajustado;;;1;14.0;3.0;5.0;ATX,BRA,LAV;COZI;nitron.com.br/p/400.024.002
;4010.012.003;Açucareiro com Tampa - Preto 836 ml (0401.012.003);2;Açucareiro com Tampa;Sugar Bowl with Lid;Azucarero con Tapa;836.0;ML;1;12.9;15.7;7.9;BPA,ATX,BRA,LAV;ACUC,TEMP,COZI,MANT;nitron.com.br/p/4010.012.003
;403.024.002;Kit Biscoito Facil - Branco;1;Kit Biscoito Facil;Easy Cookie Kit;Kit de galletas fácil;240.0;ML;1;6.0;16.5;6.0;ATX,BRA,LAV;CONF;nitron.com.br/p/403.024.002
;4030.012.003;Porta Farofa com Tampa - Preto 836 ml (0403.012.003);2;Porta Farofa com Tampa;Farofa Holder with Lid;Soporte para Farofa con Tapa;836.0;ML;1;12.9;15.7;7.9;BPA,ATX,BRA,LAV;TEMP,COZI,MANT;nitron.com.br/p/4030.012.003
;4040.012.003;Saleiro com Tampa - Preto 836 ml (0404.012.003);2;Saleiro com Tampa;Salt Shaker with Lid;Salero con Tapa;836.0;ML;1;12.9;15.7;7.9;BPA,ATX,BRA,LAV;TEMP,COZI,MANT;nitron.com.br/p/4040.012.003
;408.012.002;Kit Churros Fácil - Branco;3;Kit Churros Fácil;Easy Churros Kit;Kit Churros Fáciles;;;1;16.5;23.5;16.5;ATX,BRA,LAV,FCL;CONF;nitron.com.br/p/408.012.002
;419.024.002;Cortador de Batatas - Branco;1;Cortador de Batatas;Potato Cutter;Cortador de patatas;;;1;17.6;3.5;11.0;ATX,BRA,LAV;COZI;nitron.com.br/p/419.024.002
;421.024.002;Cortador e Ralador de Legumes - Branco;1;Cortador e Ralador de Legumes;Vegetable Cutter and Grater;Cortador y Rallador de Verduras;;;1;22.0;2.3;8.0;BPA,ATX,BRA;COZI;nitron.com.br/p/421.024.002
;422.024.002;Kit Decorador de Bolo com 7 Peças - Branco;1;Kit Decorador de Bolo c/ 7 Pçs;Cake Decorating Kit w/ 7 pcs;Kit de decoración de pasteles c/ 7 pzs;;;7;5.0;20.0;5.0;ATX,BRA,LAV;CONF;nitron.com.br/p/422.024.002
;423.024.002;Conjunto Bico Russo Confeiteiro com 5 Peças - Branco;1;Conj. Bico Russo Confeit. c/ 5 Pçs;Set Russian Piping Nozzle w/ 5 pcs;Cj. Boquilla Pastelera Rusa c/ 5 pzs;;;5;3.2;3.0;3.2;ATX,BRA,LAV;CONF;nitron.com.br/p/423.024.002
;427.024.002;Escorredor quadrado - Branco;3;Escorredor quadrado;Square Strainer;Escurridor cuadrado;;;1;25.5;11.0;24.2;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/427.024.002
;427.024.003;Escorredor quadrado - Preto;3;Escorredor quadrado;Square Strainer;Escurridor cuadrado;;;1;25.5;11.0;24.2;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/427.024.003
;429.024.002;Escorredor Meia Lua - Branco;1;Escorredor Meia Lua;Half Moon Drainer;Escurridor Media Luna;;;1;33.6;1.1;12.0;BPA,ATX,BRA;COZI;nitron.com.br/p/429.024.002
;429.024.003;Escorredor Meia Lua - Preto;1;Escorredor Meia Lua;Half Moon Colander;Escurridor Media Luna;;;1;33.6;1.1;12.0;BPA,ATX,BRA;COZI;nitron.com.br/p/429.024.003
;434.024.002;kit Donuts - Branco;1;kit Donuts;Donut Maker;Hace Donuts;;;1;8.0;6.0;8.0;ATX,BRA,LAV;CONF;nitron.com.br/p/434.024.002
;435.012.002;Hamburgueira - Branca;2;Hamburgueira;Hamburger Maker;Hamburguesa;;;1;10.0;11.0;10.0;ATX,BRA,LAV,FCL;COZI;nitron.com.br/p/435.012.002
;438.006.M00;Tábua de Corte Teca Extra G;4;Tábua de Corte Teca Extra G;Extra Large Teak Cutting Board;Tabla de Cortar de Teca Extra Grande;;;1;47.0;1.8;30.0;BRA,EMP,FCL;COZI;nitron.com.br/p/438.006.M00
;443.006.M00;Tábua de Corte Teca G com Alça de Metal;4;Tábua de Corte Teca G com Alça de Metal;Large Teak Cutting Board with Metal Handle;Tabla de Cortar de Teca Grande c/ Asa de Metal;;;1;40.0;1.8;26.5;BRA,EMP,FCL;COZI;nitron.com.br/p/443.006.M00
;444.012.001;Organizador para Gavetas;4;Organizador para Gavetas;Drawer Organizer;Organizador de cajones;;;1;27.0;3.0;17.5;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/444.012.001
;445.012.001;Organizador de Cosméticos e Bijouterias;4;Organizador de Cosméticos e Bijouterias;Cosmetics and Jewelry Organizer;Organizador de cosméticos y joyas.;;;1;21.0;8.0;13.0;BRA,EMP,FCL,RCL;ROUP,PECA,FERR,ESCR,BRIN,DOCU;nitron.com.br/p/445.012.001
;446.012.001;Organizador de Pincéis e Acessórios;4;Organizador de Pincéis e Acessórios;Brush and Accessories Organizer;Organizador de pinceles y accesorios;;;1;13.0;10.5;9.5;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/446.012.001
;449.006.002;Lixeira Juta com Pedal - Branca 6L;3;Lixeira Juta com Pedal;Jute Bin with Pedal;Papelera de Yute con Pedal;6.0;L;1;26.5;26.0;16.3;BRA,HER,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/449.006.002
;449.006.003;Lixeira Juta com Pedal - Preta 6L;3;Lixeira Juta com Pedal;Jute Bin with Pedal;Papelera de Yute con Pedal;6.0;L;1;26.5;26.0;16.3;BRA,PED,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/449.006.003
;449.006.086;Lixeira Juta com Pedal - Chumbo 6L;3;Lixeira Juta com Pedal;Jute Bin with Pedal;Papelera Yute con Pedal;6.0;L;1;26.5;26.0;16.3;BRA,HER,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/449.006.086
;450.012.002;Lixeira Juta com Clique - Branca 4,5L;3;Lixeira Juta com Clique;Jute Bin with Click;Papelera Yute con Clic;4.5;L;1;19.8;22.5;16.0;BRA,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/450.012.002
;450.012.003;Lixeira Juta com Clique - Preta 4,5L;3;Lixeira Juta com Clique;Jute Bin with Click;Papelera Yute con Clic;4.5;L;1;19.8;22.5;16.0;BRA,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/450.012.003
;450.012.086;Lixeira Juta com Clique - Chumbo 4,5L;3;Lixeira Juta com Clique;Jute Bin with Click;Papelera Yute con Clic;4.5;L;1;19.8;22.5;16.0;BRA,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/450.012.086
;453.012.002;Lixeira Rattan com Clique - Branca 4,5L;3;Lixeira Rattan com Clique;Rattan Bin with Click;Papelera de ratán con clic;4.5;L;1;19.0;22.5;16.0;BRA,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/453.012.002
;453.012.003;Lixeira Rattan com Clique - Preta 4,5L;3;Lixeira Rattan com Clique;Rattan Click Bin;Papelera de ratán con clic;4.5;L;1;19.0;22.5;16.0;BRA,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/453.012.003
;453.012.086;Lixeira Rattan com Clique - Chumbo 4,5L;3;Lixeira Rattan com Clique;Rattan Click Bin;Papelera Rattan con Clic;4.5;L;1;19.0;22.5;16.0;BRA,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/453.012.086
;458.024.002;Porta Leite de Saquinho - Branco;3;Porta Leite de Saquinho;Sachet Milk Holder;Soporte para bolsitas de leche;;;1;17.5;16.1;6.5;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/458.024.002
;458.024.003;Porta Leite de Saquinho - Preto;3;Porta Leite de Saquinho;Sachet Milk Holder;Soporte para bolsitas de leche;;;1;17.5;16.1;6.5;BPA,ATX,BRA,LAV,HIG;COZI,MANT,TEMP;nitron.com.br/p/458.024.003
;501.012.001;Caixa Organizadora Flat com Tampa - Transparente 2,35L;4;Caixa Organizadora Flat com Tampa;Flat Organizer Box with Lid;Caja Organizadora Plana con Tapa;2.3;L;1;25.0;10.8;11.5;BRA,EMP,FCL,TRP,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/501.012.001
;501.012.002;Caixa Organizadora Flat com Tampa - Branca 2,35L;4;Caixa Organizadora Flat com Tampa;Flat Organizer Box with Lid;Caja Organizadora Plana con Tapa;2.3;L;1;25.0;10.8;11.5;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/501.012.002
;501.012.003;Caixa Organizadora Flat com Tampa - Preta 2,35L;4;Caixa Organizadora Flat com Tampa;Flat Organizer Box with Lid;Caja Organizadora Plana con Tapa;2.3;L;1;25.0;10.8;11.5;BRA,EMP,FCL,RCL;ROUP,PECA,FERR,ESCR,BRIN,DOCU;nitron.com.br/p/501.012.003
;501.012.086;Caixa Organizadora Flat com Tampa - Chumbo 2,35L;4;Caixa Organizadora Flat com Tampa;Flat Organizer Box with Lid;Caja Organizadora Plana con Tapa;2.3;L;1;25.0;10.8;11.5;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/501.012.086
;502.012.001;Caixa Organizadora Flat com Tampa - Transparente 3,75L;4;Caixa Organizadora Flat com Tampa;Flat Organizer Box with Lid;Caja Organizadora Plana con Tapa;3.7;L;1;25.5;10.7;17.5;BRA,EMP,FCL,TRP,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/502.012.001
;502.012.002;Caixa Organizadora Flat com Tampa - Branca 3,75L;4;Caixa Organizadora Flat com Tampa;Flat Organizer Box with Lid;Caja Organizadora Plana con Tapa;3.7;L;1;25.5;10.7;17.5;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/502.012.002
;502.012.003;Caixa Organizadora Flat com Tampa - Preta 3,75L;4;Caixa Organizadora Flat com Tampa;Flat Organizer Box with Lid;Caja Organizadora Plana con Tapa;3.7;L;1;25.5;10.7;17.5;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/502.012.003
;502.012.086;Caixa Organizadora Flat com Tampa - Chumbo 3,75L;4;Caixa Organizadora Flat com Tampa;Flat Organizer Box with Lid;Caja Organizadora Plana con Tapa;3.7;L;1;25.5;10.7;17.5;BRA,EMP,FCL,RCL;PET,ROUP,PECA,FERR,ESCR,BRIN,DOCU;nitron.com.br/p/502.012.086
;503.006.001;Caixa Organizadora Flat com Tampa - Transparente 10,35L;4;Caixa Organizadora Flat com Tampa;Flat Organizer Box with Lid;Caja Organizadora Plana con Tapa;10.3;L;1;35.3;13.9;26.1;BPA,BRA,EMP,FCL,TRP,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/503.006.001
;503.006.002;Caixa Organizadora Flat com Tampa - Branca 10,35L;4;Caixa Organizadora Flat com Tampa;Flat Organizer Box with Lid;Caja Organizadora Plana con Tapa;10.3;L;1;35.3;13.9;26.1;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/503.006.002
;503.006.003;Caixa Organizadora Flat com Tampa - Preta 10,35L;4;Caixa Organizadora Flat com Tampa;Flat Organizer Box with Lid;Caja Organizadora Plana con Tapa;10.3;L;1;35.3;13.9;26.1;BPA,BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/503.006.003
;503.006.086;Caixa Organizadora Flat com Tampa - Chumbo 10,35L;4;Caixa Organizadora Flat com Tampa;Flat Organizer Box with Lid;Caja Organizadora Plana con Tapa;10.3;L;1;35.3;13.9;26.1;BPA,BRA,MIC,EMP,FCL,RCL;FERR,BRIN,PET,LIMP,ROUP,PECA,ESCR,DOCU;nitron.com.br/p/503.006.086
;507.004.M03;Tabua de Corte Teca com Gaveta de servir - Preta 2L;4;Tabua de Corte Teca com Gaveta de servir;Teak Wood Cutting Board with Drawer;Tabla de cortar de madera de teca con cajón;2.0;L;1;35.0;5.8;25.7;BRA,EMP,HIG,FCL;COZI;nitron.com.br/p/507.004.M03
;545.012.002;Porta Detergente e Esponja Flat - Branco;2;Porta Detergente e Esponja Flat;Detergent Holder and Flat Sponge;Soporte plano para detergente y esponja;;;1;20.5;6.0;8.7;BPA,ATX,BRA,LAV;PET,LIMP,COZI,MANT;nitron.com.br/p/545.012.002
;545.012.003;Porta Detergente e Esponja Flat - Preto;2;Porta Detergente e Esponja Flat;Flat Detergent and Sponge Holder;Soporte plano para detergente y esponja;;;1;20.5;6.0;8.7;BPA,ATX,BRA,LAV;PET,LIMP,COZI,MANT;nitron.com.br/p/545.012.003
;545.012.086;Porta Detergente e Esponja Flat - Chumbo;2;Porta Detergente e Esponja Flat;Flat Detergent and Sponge Holder;Soporte plano para detergente y esponja;;;1;20.5;6.0;8.7;BPA,ATX,BRA,LAV;PET,LIMP,COZI,MANT;nitron.com.br/p/545.012.086
;546.012.002;Porta Escovas Flat - Branco;2;Porta Escovas Flat;Flat Brush Holder;Portaescobillas Plano;;;1;8.0;20.8;8.0;BPA,BRA,HIG,FCL;BANH,HIGI;nitron.com.br/p/546.012.002
;546.012.003;Porta Escovas Flat - Preto;2;Porta Escovas Flat;Flat Brush Holder;Portaescobillas Plano;;;1;8.0;20.8;8.0;BRA,HIG,FCL,RCL;BANH,HIGI;nitron.com.br/p/546.012.003
;546.012.086;Porta Escova Flat - Chumbo;2;Porta Escova Flat;Flat Brush Holder;Portaescobillas Plano;;;1;8.0;20.8;8.0;BRA,LAV,HIG,FCL;PET,LIMP,HIGI,BANH;nitron.com.br/p/546.012.086
;547.012.002;Porta Algodão e Cotonete Flat - Branco;2;Porta Algodão e Cotonete Flat;Flat Cotton and Swab Holder;Porta hisopos y algodón plano;;;1;8.0;13.5;8.0;BPA,BRA,HIG,FCL;PET,BANH,HIGI,COSM;nitron.com.br/p/547.012.002
;547.012.003;Porta Algodão e Cotonete Flat - Preto;2;Porta Algodão e Cotonete Flat;Flat Cotton and Swab Holder;Porta hisopos y algodón plano;;;1;8.0;13.5;8.0;BRA,LAV,HIG,FCL;PET,LIMP,HIGI,BANH;nitron.com.br/p/547.012.003
;547.012.086;Porta Algodão e Cotonete Flat - Chumbo;2;Porta Algodão e Cotonete Flat;Flat Cotton and Swab Holder;Porta bastoncillos y algodón plano;;;1;8.0;13.5;8.0;BRA,HIG,FCL,RCL;PET,BANH,HIGI,COSM;nitron.com.br/p/547.012.086
;548.024.002;Saboneteira com Tela Flat - Branco;1;Saboneteira com Tela Flat;Soap Dish with Flat Screen;Jabonera con Pantalla Plana;;;1;10.6;2.3;7.6;BRA,HIG,FCL;BANH,HIGI;nitron.com.br/p/548.024.002
;548.024.003;Saboneteira com Tela Flat - Preto;1;Saboneteira com Tela Flat;Soap Dish with Flat Screen;Jabonera con Pantalla Plana;;;1;10.6;2.3;7.6;BRA,HIG,FCL;BANH,HIGI;nitron.com.br/p/548.024.003
;548.024.086;Saboneteira com Tela Flat - Chumbo;1;Saboneteira com Tela Flat;Soap Dish with Flat Screen;Jabonera con Pantalla Plana;;;1;10.6;2.3;7.6;BPA,BRA,HIG;BANH,HIGI;nitron.com.br/p/548.024.086
;549.024.998;Copo Sem Tampa Sortido 600ml;2;Copo Sem Tampa;;;;;1;8.6;15.2;8.6;BPA,ATX,BRA,LAV;BEBI;nitron.com.br/p/549.024.998
;549.024.999;Copo Com Tampa Sortido 600ml;2;Copo Com Tampa;;;;;1;8.7;16.9;8.7;BPA,ATX,BRA,LAV;BEBI;nitron.com.br/p/549.024.999
;550.036.998;Caneca Sem Tampa Sortido 350ml;2;Caneca Sem Tampa;;;;;1;10.9;10.0;8.5;BPA,ATX,BRA,LAV;BEBI;nitron.com.br/p/550.036.998
;550.036.999;Caneca Com Tampa Sortido 350ml;2;Caneca Com Tampa;;;;;1;10.9;10.0;8.5;BPA,ATX,BRA,LAV;BEBI;nitron.com.br/p/550.036.999
;552.002.M02;Cesto de Roupas Empilhável com Tampa Teca - Branco 43,8L;4;Cesto de Roupas Empilhável com Tampa Teca;;;43.8;L;1;35.0;49.5;34.5;BRA,EMP,FCL,REC,RCL;ROUP;nitron.com.br/p/552.002.M02
;552.002.M03;Cesto de Roupas Empilhável com Tampa Teca - Preto 43,8L;4;Cesto de Roupas Empilhável com Tampa Teca;;;43.8;L;1;35.0;49.5;34.5;BRA,EMP,FCL,RCL;ROUP;nitron.com.br/p/552.002.M03
;552.004.002;Cesto de Roupas Empilhável - Branco 43,8L;3;Cesto de Roupas Empilhável;Stackable Laundry Basket;Cesto para la ropa sucia apilable;43.8;L;1;35.0;49.5;34.5;ATX,BRA,EMP,HIG,FCL,RCL;ROUP;nitron.com.br/p/552.004.002
;552.004.003;Cesto de Roupas Empilhável - Preto 43,8L;3;Cesto de Roupas Empilhável;Stackable Laundry Basket;Cesto para la ropa sucia apilable;43.8;L;1;35.0;49.5;34.5;ATX,BRA,EMP,HIG,FCL,REC;ROUP;nitron.com.br/p/552.004.003
;553.012.002;Porta Sabão Líquido Flat - Branco 500ml;2;Porta Sabão Líquido Flat;Flat Liquid Soap Holder;Jabonera Líquida Plana;500.0;ML;1;7.9;16.0;7.9;BPA,ATX,BRA,LAV;PET,LIMP,HIGI,COZI;nitron.com.br/p/553.012.002
;553.012.003;Porta Sabão Líquido Flat - Preto 500ml;2;Porta Sabão Líquido Flat;Flat Liquid Soap Holder;Jabonera Líquida Plana;500.0;ML;1;7.9;16.0;7.9;BPA,ATX,BRA,LAV;BRIN,PET,LIMP,ROUP;nitron.com.br/p/553.012.003
;553.012.086;Porta Sabão Líquido Flat - Chumbo 500ml;2;Porta Sabão Líquido Flat;Flat Liquid Soap Holder;Jabonera Líquida Plana;500.0;ML;1;7.9;16.0;7.9;BPA,ATX,BRA,LAV;PET,LIMP,COZI,MANT;nitron.com.br/p/553.012.086
;554.006.P01;Kit POP com 6 Potes - Transparente 330ml;1;Kit POP com 6 Potes;POP Kit with 6 Containers –;Kit POP con 6 Recipientes –;330.0;ML;6;24.6;18.0;8.0;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/554.006.P01
;554.012.001;Pote com Tampa Fixa - Transparente 330ml;1;Pote com Tampa Fixa;container with Fixed Lid;Recipiente con Tapa Fija;330.0;ML;1;12.3;6.0;8.0;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/554.012.001
;554.012.003;Pote com Tampa Fixa - Preto 330ml;1;Pote com Tampa Fixa;;;330.0;ML;1;12.3;6.0;8.0;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/554.012.003
